artist_name,track_name,danceability,energy,instrumentalness,tempo,music_genre
Ludwig van Beethoven,"6 Bagatelles, Op. 126: No. 2, Allegro",0.253,0.083,0.88,73.318,Classical
Chon,Can't Wait,0.592,0.696,0.00332,132.002,Rock
Rebelution,Those Days,0.785,0.775,0,156.008,Rock
Gucci Mane,Kept Back (feat. Lil Pump) - Bonus Track,0.907,0.637,0,130.012,Hip-Hop
George Harrison,I'd Have You Anytime,0.562,0.35,0.00156,139.517,Rock
Johann Sebastian Bach,Violin Concerto BWV 1041 in A Minor: Violin Concerto BWV 1041 in A Minor: III. Allegro assai,0.515,0.333,2.28e-6,130.206,Classical
Bryan Adams,Shine A Light,0.552,0.858,7.55e-6,126.961,Rock
The Prodigy,Firestarter,0.534,0.946,0.442,141.517,Electronic
Jeremih,I Like,0.83,0.616,0,123.965,Hip-Hop
Thievery Corporation,Lose to Find,0.555,0.584,0.288,153.016,Electronic
Tropkillaz,Que Passa Amigo,0.701,0.844,0.19,100.007,Electronic
Night Lovell,I LIKE BLOOD,0.839,0.563,0,140.036,Rap
Sarah Darling,Call Me,0.604,0.739,5.54e-6,106.004,Rock
Michael Tippett,Concerto for Piano and Orchestra: II. Molto lente e tranquillo,0.226,0.0604,0.902,129.17,Classical
Catherine McGrath,Just In Case - Acoustic,0.611,0.345,0,99.805,Country
Weval,You Made It (Part II),0.796,0.513,0.886,106.003,Electronic
Joey Bada$$,Like Me,0.731,0.71,0,90.892,Hip-Hop
Smash Mouth,All Star,0.731,0.861,0,104.034,Rock
Upchurch,Shit Bubba,0.782,0.642,0,97.996,Country
RÃ¶yksopp,The Fear,0.517,0.767,0.935,157.981,Electronic
Alison Krauss,Baby Mine,0.346,0.218,7.42e-6,184.695,Country
Arctic Monkeys,R U Mine?,0.288,0.758,0,97.094,Rock
Moon Taxi,Not Too Late,0.657,0.693,9.22e-5,120.041,Rock
J. Cole,No Role Modelz - Live,0.63,0.695,1.15e-6,102.647,Rap
for KING & COUNTRY,joy.,0.68,0.536,0.00105,119.958,Rock
Sage The Gemini,Now and Later,0.781,0.57,0,107.059,Hip-Hop
Clint Black,Burn One Down - 1992 Version,0.526,0.381,0,80.799,Country
Childish Gambino,Be Alone,0.378,0.545,0,155.166,Hip-Hop
Nonpoint,Bullet With A Name,0.571,0.875,4.44e-4,90.978,Rap
Herobust,Vertebreaker - Habstrakt Remix,0.723,0.985,0.255,126.027,Electronic
Wax Tailor,Worldwide,0.683,0.771,0.00223,94.019,Electronic
Zac Brown Band,I Play The Road,0.548,0.734,0,170.032,Country
Rich The Kid,Mo Paper,0.848,0.731,0,164.974,Rap
T.I.,Rubber Band Man,0.601,0.768,0,152.45,Rap
Offset,Clout (feat. Cardi B),0.919,0.622,4.24e-6,140.022,Rap
Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act II: Non piÃ_ di fiori",0.217,0.0596,1.28e-4,169.992,Classical
Boombox Cartel,Dem Fraid - KUURO Remix,0.729,0.869,4.47e-5,129.986,Electronic
Wiz Khalifa,Very Special,0.819,0.733,0,75.007,Hip-Hop
Thomas Rhett,Anthem,0.548,0.848,1.21e-6,180.02,Country
Wolfgang Amadeus Mozart,"Le nozze di Figaro, K.492 - Original version, Vienna 1786 / Act 2: ""Voi che sapete""",0.368,0.0943,0.00213,118.679,Classical
John Wolf,Anymore,0.674,0.768,0.0843,159.981,Hip-Hop
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0.782,0.633,0,150.055,Hip-Hop
French Montana,Juice,0.703,0.67,0,89.074,Hip-Hop
Franz Liszt,"Schwanengesang, S.560: No.4 StÃ_ndchen",0.269,0.00713,0.903,70.161,Classical
Lee Brice,Rumor,0.655,0.56,0,140.975,Country
LCD Soundsystem,Pow Pow,0.79,0.844,0.244,126.017,Electronic
Hopsin,Free Meal,0.702,0.844,0,119.269,Rap
Joe Cocker,With A Little Help From My Friends,0.315,0.447,0.00152,141.407,Rock
Nobuo Uematsu,Love Grows (Final Fantasy VIII),0.223,0.166,0.953,68.618,Classical
Jarren Benton,Skitzo,0.542,0.901,3.99e-6,126.626,Hip-Hop
empty_field,Nocturne in E flat,0.155,0.0581,0.89,92.442,Classical
Johnny Paycheck,Fifteen Beers,0.693,0.572,0,139.741,Country
Lil Wayne,Nothing but Trouble - Instagram Models,0.724,0.691,1.68e-5,126.002,Hip-Hop
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.684,0.819,0.00197,179.999,Rock
Mike WiLL Made-It,23,0.863,0.605,3.71e-6,140.031,Rap
empty_field,Forever,0.463,0.717,0,90.028,Country
George Frideric Handel,"Messiah, HWV 56, Part II: ""Hallelujah!""",0.457,0.182,0.0318,120.217,Classical
Pink Floyd,Have a Cigar,0.454,0.65,0.0498,120.154,Rock
Arctic Monkeys,Crying Lightning,0.498,0.885,4.1e-4,106.719,Rock
Fetty Wap,Love The Way,0.659,0.594,0,153.987,Hip-Hop
Polyphia,Yas (feat. Mario Camarena and Erick Hansel),0.569,0.852,0.645,144.961,Rock
Tay-K,Lemonade,0.744,0.385,2.43e-5,160.033,Rap
empty_field,"Sonata III (G Moll), BWV 1029: Adagio",0.261,0.107,0.00252,112.183,Classical
Nina Kraviz,Ghetto Kraviz - Original Mix,0.81,0.36,0.849,120.004,Electronic
88GLAM,Baby Bro,0.753,0.663,3.45e-6,149.92,Hip-Hop
David Bowie,Modern Love - 1999 Remastered Version,0.315,0.889,0.00241,181.329,Rock
Andy Timmons,On Your Way Sweet Soul,0.467,0.539,0.914,71.922,Classical
Future,Wicked,0.718,0.679,0.0104,157.97,Rap
Gerald Finzi,"Eclogue for Piano and Strings, Op. 10",0.175,0.0641,0.85,66.245,Classical
Jon Langston,Hammer Down,0.43,0.819,0,144.033,Country
Buddy Miller,Angel From Montgomery,0.539,0.187,0,128.969,Country
Blockhead,The Chuckles,0.661,0.525,0.527,82.998,Electronic
50 Cent,P.I.M.P.,0.673,0.785,3.65e-6,84.607,Rap
Yellow Claw,21 Bad Bitches,0.718,0.817,0.546,150.007,Electronic
Metallica,St. Anger,0.249,0.949,0.0228,185.252,Rock
Wild Nothing,Shallow Water,0.606,0.599,2.93e-5,121.931,Rock
Snavs,Lonely Street,0.473,0.719,0.353,81.013,Electronic
G-Eazy,Gotdamn,0.807,0.512,2.82e-6,83.972,Hip-Hop
Pusha T,Santeria,0.621,0.678,0,88.677,Rap
Big Sean,Guap,0.649,0.716,0,146.141,Hip-Hop
G Jones,Fuck What You Heard,0.497,0.913,0.014,115.559,Electronic
Lil Wayne,Mess,0.641,0.579,9.58e-5,145.994,Hip-Hop
Rickyxsan,Lzrbmz,0.702,0.94,0.201,150.066,Electronic
Snorri HallgrÃ_msson,"Be Still, My Tongue",0.302,0.315,0.777,120.033,Classical
Wolfgang Amadeus Mozart,"Piano Concerto No. 24 in C Minor, K. 491: III. Allegretto (Live)",0.253,0.166,0.698,69.693,Classical
The Cure,Lovesong,0.611,0.813,0.898,140.112,Rock
Deftones,My Own Summer (Shove It),0.443,0.781,0.205,71.841,Rock
Jaymes Young,I'll Be Good,0.455,0.284,1.47e-6,133.936,Rock
Pitbull,Hotel Room Service,0.851,0.629,3.72e-4,125.984,Hip-Hop
Jordi Savall,Moaxaja: Billadi askara min aadbi Llama - Al-Andalus,0.423,0.225,0.0263,125.3,Classical
Wolfgang Amadeus Mozart,"Serenade in G, K.525 ""Eine kleine Nachtmusik"": 2. Romance (Andante)",0.25,0.0417,0.716,67.553,Classical
Meek Mill,Blue Notes,0.515,0.431,0,141.392,Hip-Hop
LCD Soundsystem,you wanted a hit - electric lady sessions,0.822,0.434,0.00973,127.299,Electronic
Thomas Rhett,Donâ€™t Threaten Me With A Good Time,0.656,0.81,0,100.968,Rock
Yella Beezy,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",0.827,0.623,0,131.904,Hip-Hop
Phil Vassar,Just Another Day In Paradise,0.596,0.706,0,146.088,Rock
Baby Rasta & Gringo,Me Niegas,0.679,0.713,0.17,173.995,Hip-Hop
3LAU,Would You Understand (feat. Carly Paige),0.701,0.722,4.94e-4,112.021,Electronic
Bryan Adams,Don't Look Back,0.59,0.944,6.58e-5,115.035,Rock
Kerala Dust,Closer - Christopher Schwarzwalder Remix,0.707,0.348,0.737,108.01,Electronic
Josh Turner,Time Is Love,0.655,0.826,2.09e-4,111.986,Rock
Dirt Monkey,Cheeky Beak,0.778,0.53,0.837,74.995,Electronic
Future,Stick to the Models,0.813,0.543,7.42e-6,137.986,Rap
Chris Webby,Gold Toilets,0.92,0.638,0,103.995,Hip-Hop
Elvis Presley,Suspicious Minds,0.487,0.382,4.74e-6,116.557,Rock
Corey Smith,Blow Me Away,0.799,0.463,3.08e-5,107.988,Country
DaBaby,21,0.673,0.715,0,155.992,Rap
Sergei Rachmaninoff,"Rachmaninoff: Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto (Opening)",0.172,0.0356,0.884,103.38,Classical
Upchurch,Keep It Country (feat. Bubba Sparxxx),0.67,0.89,0,193.98,Country
Drake,Faithful,0.533,0.445,1.49e-5,100.136,Rap
New Order,Everything's Gone Green - (7'' Version) [2015 Remastered Version],0.683,0.974,0.555,127.108,Electronic
The Palms,All4you,0.666,0.573,2.33e-4,96.982,Rock
Hot Chip,No Fit State,0.676,0.618,0.0245,127.018,Electronic
SLUMBERJACK,Horus,0.758,0.93,0.573,100.03,Electronic
Samiyam,Italy,0.315,0.483,0.5,71.234,Hip-Hop
Redman,Time 4 Sumaksion,0.844,0.819,1.5e-6,102.93,Hip-Hop
Antonio Vivaldi,"Flute Concerto in A minor, R.108: 2. Largo",0.172,0.0335,1.82e-6,102.249,Classical
empty_field,Best Mamgu Ever,0.588,0.457,0.853,90.002,Electronic
Ludwig van Beethoven,"Beethoven: Symphony No. 9 in D Minor, Op. 125, ""Choral"": IV. Presto (Excerpt)",0.326,0.497,0.66,132.314,Classical
Kenny Chesney,Medley: The Joker / Three Little Birds - Live,0.259,0.956,7.01e-6,166.842,Country
Casey James,Crying on a Suitcase,0.402,0.7,0,198.972,Country
Dmitri Shostakovich,"Shostakovich: Cello Concerto No. 1 in E-Flat Major, Op. 107: I. Allegretto",0.473,0.175,0.866,117.247,Classical
Kevin Gates,Change Lanes,0.706,0.783,0,130.195,Hip-Hop
empty_field,Party People,0.475,0.965,0,171.882,Country
A$AP Rocky,Brotha Man,0.573,0.398,0,124.073,Rap
Minnesota,Dark Crystal - Pigeon Hole Remix,0.626,0.816,0.0391,176.011,Electronic
Flosstradamus,Roll Up - Baauer Remix/Infuze ReRoll,0.604,0.966,0.154,170.074,Electronic
Slushii,There x2,0.613,0.812,0,144.943,Electronic
Machine Gun Kelly,Let You Go,0.601,0.819,0,170.117,Hip-Hop
Filter,Take a Picture,0.446,0.762,7.2e-5,98.993,Rap
24hrs,Fitness (feat. Wiz Khalifa),0.633,0.579,0,159.915,Rap
Yung Bans,Ridin (feat. Landon Cube & YBN Nahmir),0.832,0.439,5.45e-6,145.004,Hip-Hop
Drake,Fancy,0.652,0.894,0,87.59,Rap
1K Phew,How We Coming,0.699,0.681,0,162.042,Hip-Hop
Vince Staples,Brand New Tyga - Interlude,0.908,0.41,1.98e-4,97.045,Hip-Hop
Dierks Bentley,Draw Me A Map,0.567,0.498,0,86.057,Country
Martina McBride,God's Will,0.398,0.332,0,121.531,Country
Jules Massenet,Les Erinnyes - Arr. by Mischa Maisky: ElÃ©gie,0.0952,0.029,0.877,179.631,Classical
Kane Brown,What Ifs,0.612,0.799,0,125.976,Country
Hildegard von Bingen,"Hildegard of Bingen: Vision (O Euchari, in leta via)",0.409,0.193,0.0238,107.988,Classical
Alan Jackson,Angels And Alcohol,0.678,0.409,0.00122,104.007,Country
The Lacs,All Weekend Long,0.736,0.652,0,130.034,Country
Mike Posner,Move On,0.741,0.686,0.553,102.027,Rap
Four Tet,This Unfolds,0.769,0.473,0.0186,128.812,Electronic
Del Reeves,The Girl On The Billboard,0.626,0.72,0,83.217,Country
Future,Hallucinating,0.787,0.492,2.47e-5,130.016,Rap
Jason Aldean,This Plane Don't Go There,0.565,0.898,0,139.883,Country
Boys Noize,Killer,0.76,0.854,0.0233,122.018,Electronic
Kevin Gates,Satellites (feat. Wiz Khalifa) - HPG Remix,0.669,0.9,0,140.06,Hip-Hop
Trace Adkins,Lit,0.661,0.867,0,110.064,Country
Rhapsody Of Fire,Unholy Warcry,0.327,0.88,0.00199,90.005,Classical
Bonnie Tyler,Holding Out for a Hero,0.612,0.675,1e-5,150.058,Rock
John Mayer,Born and Raised,0.656,0.375,0.0069,131.8,Rock
Howard Shore,Roots And Beginnings,0.0819,0.134,0.912,81.592,Classical
MC Magic,Girl I Love You,0.777,0.504,0,80.008,Rap
Eric Church,Mr. Misunderstood,0.385,0.808,0,129.22,Country
Gary Wright,Dream Weaver,0.266,0.389,1.42e-6,140.243,Rock
Shinedown,Call Me,0.413,0.445,0,95.562,Rap
Carlo Gesualdo,Illumina faciem tuam,0.18,0.0857,0.803,127.976,Classical
Jeremih,Surrounded (feat. Chris Brown & Wiz Khalifa),0.717,0.45,0,142.989,Rap
Ghostemane,Niagara (feat. Lil Peep),0.425,0.508,0.181,130.837,Rap
DJ Khaled,Wild Thoughts - NOTD Dance Remix,0.716,0.754,1.38e-5,98.06,Hip-Hop
Post Malone,Deja Vu,0.62,0.69,0,133.935,Rap
Josh Turner,Your Man,0.742,0.638,2.21e-4,100.504,Country
Stoney LaRue,Feet Don't Touch the Ground,0.452,0.384,3.69e-5,64.429,Country
Future,Blow a Bag,0.793,0.607,4.95e-6,140.992,Rap
Piâ€™erre Bourne,Yo Pi'erre (feat. Playboi Carti),0.641,0.639,0,163.005,Hip-Hop
Jon Bon Jovi,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",0.553,0.611,2.33e-5,78.683,Rock
Andrea Bocelli,Il mare calmo della sera - 2016 Version / Bonus Track,0.297,0.431,1.12e-4,138.248,Classical
Subtronics,Thermal Expansion,0.857,0.978,0.0712,145.031,Electronic
Mel McDaniel,Maximum Living On A Minimum Wage,0.724,0.697,4.2e-5,97.915,Country
Luke Bryan,Most People Are Good,0.582,0.728,0,150.013,Country
Justin Timberlake,Pusher Love Girl,0.485,0.441,9.36e-4,140.009,Rap
blackbear,playboy shit (feat. lil aaron),0.656,0.741,0,154.933,Rap
The Drums,Days,0.586,0.721,0.16,84.987,Rock
Dio,Holy Diver,0.476,0.901,0.158,91.955,Rock
Zero 7,If I Can't Have You,0.285,0.535,0.527,174.027,Electronic
empty_field,"Lie, Cheat, Steal",0.542,0.744,0,82.743,Rap
Johnny Cash,Oney,0.704,0.532,1.38e-5,105.829,Country
Flatbush Zombies,Good Grief (feat. Diamante),0.734,0.389,5.15e-4,135.151,Hip-Hop
Chace,For a Day,0.786,0.641,3.34e-5,124.018,Electronic
Turnpike Troubadours,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),0.403,0.77,0,113.975,Country
KRANE,Momentum,0.474,0.878,0.0407,149.959,Electronic
JiKay,Roses - Jengi Remix,0.792,0.679,2.38e-4,125.004,Electronic
Jeezy,Me OK,0.766,0.763,0,140.546,Hip-Hop
AntonÃ_n DvoÅ™Ã¡k,"Symphony No. 8 in G Major, Op. 88, B. 163: IV. Allegro ma non troppo",0.225,0.0871,0.909,138.428,Classical
Papa Roach,Last Resort,0.589,0.89,8.2e-4,90.598,Rap
empty_field,Songs In The Kitchen,0.469,0.571,1.25e-5,160.01,Country
empty_field,Who's Gonna Love You,0.687,0.616,0,79.011,Country
empty_field,Nerf This,0.685,0.761,0.383,75.03,Electronic
Juvenile,Back That Azz Up,0.877,0.71,0,95.832,Rap
Andy Stott,New Romantic,0.706,0.625,0.687,99.979,Electronic
Parquet Courts,Total Football,0.264,0.838,2.3e-4,171.283,Rock
Alabama,Lady Down On Love,0.348,0.0834,6.12e-6,82.98,Country
Georg Philipp Telemann,Flute Sonata in B minor / si mineur / h-moll: II. Allegro,0.502,0.0759,0.00588,107.557,Classical
RL Grime,Pressure - TYNAN Remix,0.641,0.887,0.275,124.976,Electronic
keshi,magnolia,0.62,0.501,0.897,140.025,Rap
empty_field,Concerto nÂ°2 en Fa majeur BWV 1047: II. Andante,0.29,0.0481,3.71e-4,118.487,Classical
Johann Sebastian Bach,"Christ lag in Todes Banden, BWV 4: Duet: Den Tod niemand zwingen kunnt (Soprano, Alto)",0.232,0.0312,0.214,58.813,Classical
2 Chainz,Trap Check,0.8,0.672,0,145.985,Hip-Hop
Des Rocs,Let Me Live / Let Me Die,0.51,0.759,0,91.123,Rock
Johnny Cash,Hurt,0.518,0.401,1.85e-4,92.148,Country
Zomboy,Beast In The Belly,0.394,0.963,0.317,139.985,Electronic
T.I.,Dead And Gone (feat. Justin Timberlake),0.713,0.746,0,135.021,Hip-Hop
Chuck Wicks,Us Again,0.501,0.687,0,147.881,Country
High Contrast,Kiss Kiss Bang Bang,0.516,0.884,0.597,173.014,Electronic
Soda Stereo,De MÃºsica Ligera,0.542,0.714,0.298,124.26,Rock
Rage Against The Machine,Know Your Enemy,0.575,0.857,0.00229,117.413,Rap
The Band,Atlantic City,0.648,0.525,1.5e-6,98.131,Rock
Offset,Nightmare,0.739,0.405,0.211,157.09,Rap
New Order,Lonesome Tonight - Live,0.39,0.622,0.538,146.24,Electronic
Rick Ross,B.M.F. (Blowin' Money Fast),0.721,0.863,0,139.981,Rap
Howard Shore,The Tower Of Cirith Ungol,0.0834,0.187,0.925,69.195,Classical
Whiskey Myers,Reckoning,0.435,0.631,2.67e-4,76.503,Country
Alejandro Escovedo,Castanets,0.481,0.831,3.89e-4,140.542,Country
Randy Travis,T.I.M.E. - feat. Josh Turner,0.595,0.95,1.55e-6,161.795,Country
Dierks Bentley,Why Do I Feel,0.675,0.522,7.02e-4,147.995,Country
Lary Over,Solo - Remix,0.748,0.532,0,98.038,Hip-Hop
Clay Walker,Hypnotize the Moon,0.602,0.569,0,95.022,Country
Wiz Khalifa,Something New (feat. Ty Dolla $ign),0.814,0.635,0,87.581,Hip-Hop
Kill The Noise,FUK UR MGMT,0.908,0.978,0.00117,127.983,Electronic
FrÃ©dÃ©ric Chopin,"Nocturne in E-Flat Major, Op. 9, No.2",0.309,0.0472,0.866,72.915,Classical
Johannes Brahms,"Piano Trio No. 2 in C Major, Op. 87: Andante con moto",0.255,0.053,0.448,97.279,Classical
"Hank Williams, Jr.",Women I've Never Had,0.663,0.689,4.65e-6,122.395,Country
Lemon Jelly,Elements,0.53,0.786,0.89,142.009,Electronic
Keane,Somewhere Only We Know,0.447,0.662,2.88e-6,172.015,Rock
Bush,Swallowed,0.242,0.533,1.23e-4,179.479,Rock
Gustav Holst,"Holst: The Planets, Op. 32: I. Mars, the Bringer of War (Allegro)",0.236,0.268,0.95,77.536,Classical
Rusko,Thunder,0.563,0.878,0.352,139.969,Electronic
Ã‰ric Serra,Lucia di lammermoor,0.217,0.138,0.0374,169.75,Electronic
Chris Lane,Stolen Car,0.547,0.916,0,97.955,Country
Alan Jackson,Blue Ridge Mountain Song,0.419,0.338,5.06e-4,160.343,Country
Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4g. Allegro ma non tanto - Live",0.224,0.27,0.00469,82.032,Classical
David Holmes,Stealing the Pinch,0.444,0.435,0.534,91.631,Electronic
Jorn,Hotel California,0.364,0.751,1.32e-4,150.023,Classical
Johann Sebastian Bach,"Widerstehe doch der SÃ_nde, BWV 54 (Transcr. by VÃ_kingur Ã“lafsson)",0.42,0.0876,0.9,82.496,Classical
Jagged Edge,Let's Get Married,0.761,0.627,0,109.821,Hip-Hop
Ottorino Respighi,Pines of Rome,0.108,0.117,0.821,82.274,Classical
Young the Giant,You + I,0.624,0.462,1.04e-4,158.081,Rock
3 Doors Down,Be Like That,0.487,0.702,4.93e-6,95.973,Rock
Corey Smith,F*** the Po-Po,0.481,0.468,0,112.981,Country
Josh Turner,Deep South,0.79,0.879,0.00118,116.992,Country
Nate Good,Gold Coast,0.407,0.651,0,155.992,Hip-Hop
Dan + Shay,Tequila - Quarterhead Remix,0.423,0.756,1.27e-5,171.946,Country
The Doobie Brothers,Listen to the Music - Single Version; 2006 Remaster,0.661,0.743,2.04e-6,106.045,Rock
Brett Young,Back On The Wagon,0.504,0.7,0,147.98,Country
Yo Gotti,F-U,0.71,0.799,0,83.029,Hip-Hop
Godsmack,Bulletproof,0.39,0.91,0,162.253,Rock
Chase Rice,Lions,0.47,0.824,0,129.941,Rock
Edguy,King Of Fools,0.52,0.78,2.03e-6,121.987,Classical
Hunter Hayes,Faith To Fall Back On,0.595,0.687,0,89.975,Country
The Galaxy,Hero (feat. JVZEL),0.561,0.579,0,154.906,Electronic
Hank Williams,Lost Highway - Single Version,0.61,0.172,1.57e-4,132.878,Country
The Band Perry,SEVEN SECONDS,0.431,0.501,2.36e-4,140.549,Country
Jason Mraz,More Than Friends (feat. Meghan Trainor),0.451,0.528,0,139.28,Rock
Luke Bryan,You And The Beach,0.536,0.849,0,143.895,Country
Heart,Barracuda,0.547,0.691,0.105,137.148,Rock
empty_field,Back Home,0.321,0.887,0,172.455,Rap
Gustav Mahler,"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 2: PiÃ_ mosso (Allegro moderato)",0.214,0.229,0.915,115.952,Classical
Virtual Riot,Buttonmasher,0.709,0.797,0.00154,127.982,Electronic
6 Dogs,Think A Lot,0.685,0.385,0,140.007,Hip-Hop
George Frideric Handel,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): GiÃ  per la mia grand'arte [Live]",0.473,0.0932,0,175.726,Classical
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),0.507,0.606,0,180.607,Rap
Roy Woods,B-Town,0.852,0.535,0.00506,111.992,Hip-Hop
The Doobie Brothers,What A Fool Believes,0.758,0.378,0,120.736,Rock
empty_field,Parted Ways,0.856,0.323,1.22e-4,132.937,Hip-Hop
Jawga Boyz,Red Clay (feat. Them Riverbank Boys),0.904,0.707,0,100.001,Country
Guillaume Dufay,"Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus",0.186,0.117,0.0125,109.436,Classical
Henry Purcell,"Evening Hymn, Z.193 (arr. Silas Wolston)",0.182,0.0318,0.0513,70.237,Classical
Arrested Development,People Everyday - Metamorphosis Mix,0.844,0.609,0,91.117,Rap
SadBoyProlific,Midnight Thoughts,0.703,0.39,0,79.884,Rap
Frederick Delius,"Delius: Irmelin, Prelude for Orchestra, RT VI/27",0.163,0.0586,0.915,131.045,Classical
Stooki Sound,Burbs (feat. Bok Nero),0.901,0.602,0,140.057,Electronic
George Strait,The Nerve,0.547,0.388,1.29e-6,98.131,Country
Domenico Scarlatti,"Sonata In E, Kk.380: Andante commodo",0.427,0.0443,0.928,101.767,Classical
Foo Fighters,Learn to Fly,0.465,0.919,2.07e-5,135.997,Rock
empty_field,Watered Down,0.606,0.438,1.74e-4,133.986,Country
Moderat,Bad Kingdom,0.425,0.657,0.888,118.018,Electronic
Sumthin Sumthin,Confused,0.532,0.735,8.51e-5,170.588,Electronic
Sam Hunt,Ex To See - Acoustic Mixtape,0.69,0.784,0,74.991,Country
Abstract,I Do This (feat. Roze),0.766,0.655,0,81.997,Rap
empty_field,White Boy,0.737,0.602,1.17e-6,140.034,Country
King Lil G,En la Cuadra (feat. Gera MX),0.511,0.626,0,78.589,Hip-Hop
Claude Debussy,"Suite bergamasque, L. 75: 1. PrÃ©lude",0.247,0.0414,0.867,52.784,Classical
311,I'll Be Here While,0.637,0.877,7.13e-6,142.176,Rock
Smokepurpp,I Don't Know You (feat. Chief Keef & Yo Gotti),0.938,0.573,3.62e-6,126.985,Hip-Hop
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude and Fugue No. 1 in C Major, BWV 846: I. Prelude",0.176,0.0437,0.823,94.867,Classical
Franz Schubert,"3 Marches militaires, Op. 51, D. 733: No. 1 in D Major (arr. P. Breiner): Military March No. 1 (arr. for orchestra)",0.579,0.0667,0.921,115.004,Classical
empty_field,Old Refrain (Kreisler),0.147,0.0916,0.671,159.144,Classical
Hollywood Undead,Bad Moon,0.657,0.86,0,130.016,Rock
The Judds,Mama He's Crazy,0.728,0.398,0,95.959,Country
Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": IV. Rondo: Allegro",0.448,0.155,0.93,123.367,Classical
Lucy Dacus,I Don't Wanna Be Funny Anymore,0.595,0.772,0.926,134.9,Rock
Mir Fontane,Down By The River,0.83,0.415,0,127.998,Hip-Hop
Bicep,Drift,0.507,0.661,0.929,127.005,Electronic
Led Zeppelin,That's the Way - Remastered,0.245,0.328,0,86.926,Rock
Kip Moore,Wild Ones,0.725,0.55,0,76.011,Country
Old & In The Way,Midnight Moonlight,0.424,0.454,0.778,128.827,Country
Johnny Cash,The Highwayman,0.669,0.408,0.0174,101.379,Country
Kip Moore,Sunburn,0.643,0.85,0.00768,121.996,Country
KYLE,Doubt It,0.718,0.773,0,74.857,Hip-Hop
Kai Wachi,Damage,0.93,0.76,0.793,139.985,Electronic
G Herbo,Focused,0.846,0.752,0,140.018,Hip-Hop
Cream,I Feel Free,0.397,0.423,9.58e-5,88.462,Rock
Weval,Rooftop Paradise - Live,0.667,0.699,0.875,120.007,Electronic
Ludwig van Beethoven,"Sonata No. 31 in A-Flat Major, Op. 110: I. Moderato cantabile molto espressivo",0.308,0.0558,0.898,66.975,Classical
Unspoken,Start A Fire,0.524,0.877,0,81.991,Rock
Radiohead,Jigsaw Falling Into Place,0.461,0.833,0.00419,165.635,Rock
Nahko and Medicine for the People,Black As Night,0.656,0.599,0,96.995,Rock
Chris Brown,To My Bed,0.71,0.497,0,106.071,Rap
Little Big Town,Silver And Gold,0.53,0.39,4.41e-6,78.854,Country
Gorillaz,Doncamatic - feat. Daley,0.893,0.48,0,123.98,Hip-Hop
JOYRYDE,MAXIMUM KING,0.704,0.99,0.0272,119.974,Electronic
Grateful Dead,Casey Jones - 2001 Remaster,0.681,0.447,4.36e-6,99.418,Rock
JÃ_hann JÃ_hannsson,"Good Morning, Midnight",0.235,0.0564,0.922,94.294,Classical
August Alsina,Don't Matter,0.668,0.526,0,127.97,Hip-Hop
Aphex Twin,fz pseudotimestretch+e+3 [138.85],0.591,0.183,0.534,138.967,Electronic
Gucci Mane,Helpless,0.769,0.562,0.00101,170.082,Hip-Hop
Jason Aldean,Comin' In Hot,0.65,0.838,0,101.027,Country
Darius Rucker,Southern Style,0.52,0.692,1.87e-5,144.113,Country
Sergei Rachmaninoff,"Piano Concerto No.3 In D Minor, Op.30: 3. Finale (Alla breve) - Live",0.314,0.305,0.897,85.268,Classical
Daft Punk,Something About Us,0.875,0.475,0.72,99.958,Electronic
Trippie Redd,Fire Starter,0.51,0.707,0,147.853,Rap
People Under The Stairs,Montego Slay,0.885,0.551,0.00864,96.1,Hip-Hop
Global Dan,Poison,0.573,0.793,0,154.976,Hip-Hop
Alabama,Because He Lives,0.538,0.434,1.07e-5,87.906,Country
Franz Schubert,"Introduction & Variations on ""Trockne Blumen"", Op. 160, D. 802: Var. 1",0.425,0.125,0.971,73.447,Classical
Luciano Pavarotti,"Rigoletto / Act 3: ""La donna Ã¨ mobile""",0.369,0.21,4.53e-5,131.714,Classical
YG,Fuck It Up,0.899,0.748,0,104.028,Hip-Hop
Nirvana,Negative Creep - Remastered,0.268,0.959,4.75e-5,163.116,Rock
Erik Satie,Gnossienne No. 4: 4ieme Gnossienne. Lent,0.185,0.00785,0.827,75.67,Classical
Famous Dex,DMD,0.75,0.566,0,157.028,Hip-Hop
